studyId,studyTitle,studyProtocolVersion,participantId,participantCode,participantEmail,participantStatus,sessionRunId,sessionName,sessionOrder,sessionProtocolVersion,sessionStatus,sessionOpenedAt,sessionStartedAt,sessionCompletedAt,taskRunId,taskType,taskVersion,taskStartedAt,taskCompletedAt,summary_A1,summary_A2,summary_A3,summary_A4,summary_A5,summary_B,summary_A6ImmediateRecall,summary_totalLearning,trialNumber,trialPhase,trialLabel,stimulus,expectedResponse,actualResponse,correct,reactionTimeMs,summary_sequence,summary_roundsCompleted,summary_totalCorrectSequences,summary_overallAccuracy,summary_totalCorrect,summary_totalTrials,summary_accuracy,summary_conditionsCompleted,summary_practiceIncluded,summary_hits,summary_falseAlarms,summary_misses,summary_correctRejections
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff05870b12f409b72c26aa""","avlt","v1",,"2026-05-09T09:59:35.058Z","1","1","1","1","2","3","2","6","2",,,,,"coffee","true",,,,,,,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"1",,,"41324","41324","4132441324","true",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"2",,,"41324","41324","41324","true",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"3",,,"41324","41324","","false",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"4",,,"41324","41324","","false",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"5",,,"41324","41324","41324","true",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"6",,,"41324","41324","41324","true",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"7",,,"41324","41324","","false",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"8",,,"41324","41324","4132441324","true",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"9",,,"41324","41324","","false",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"10",,,"41324","41324","413244132441324","true",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"11",,,"41324","41324","","false",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff087b0b12f409b72c26ab""","fingerTap","v1",,"2026-05-09T10:12:11.635Z",,,,,,,,,"12",,,"41324","41324","41324","true",,"41324","12","11","1",,,,,,,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"1",,,"0-back:S","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"2",,,"0-back:T","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"3",,,"0-back:Q","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"4",,,"0-back:G","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"5",,,"0-back:N","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"6",,,"0-back:J","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"7",,,"0-back:G","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"8",,,"0-back:Z","1",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"9",,,"0-back:K","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"10",,,"0-back:B","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"11",,,"0-back:Z","1",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"12",,,"0-back:Q","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"13",,,"0-back:G","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"14",,,"0-back:T","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"15",,,"0-back:G","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"16",,,"0-back:Z","1",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"17",,,"0-back:Z","1",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"18",,,"0-back:T","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"19",,,"0-back:G","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"20",,,"0-back:B","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"21",,,"0-back:Z","1",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"22",,,"0-back:Z","1",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"23",,,"0-back:N","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"24",,,"0-back:S","2",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"25",,,"0-back:Z","1",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
"""69fe9caf0b12f409b72c26a4""","Sleep Memory Consolidation Study - Full QA","combined-v1-v2","""69fe9cfb0b12f409b72c26a5""","CV-C08B18","test@example.com","invited","""69fe9cfb0b12f409b72c26a6""","Session C - Version 1","1",,"completed","2026-05-09T02:33:31.580Z","2026-05-09T02:34:11.523Z","2026-05-09T11:11:20.854Z","""69ff16580b12f409b72c26ac""","nback","v1",,"2026-05-09T11:11:20.823Z",,,,,,,,,"26",,,"0-back:Z","1",,"false",,,,,,"2","108","0.018518518518518517","3","true",,,,
